Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	PrevAvRefValue	Progress	CriteriaType	CriteriaVarType	CriteriaPercentage
86	37	0	1.29236592	302.115769	302.115888	302.115618	302.116111	0.000492540613	0.001170059	0	0	0	0	3
87	37	0	1.30739343	302.115721	302.115883	302.115618	302.116111	0.000492540613	0.001170059	0	0	0	0	3
88	38	0	1.32242094	302.115721	302.115882	302.115618	302.116111	0.000492540613	0.001170059	0	0	0	0	3
89	38	0	1.33744845	302.115673	302.115879	302.115618	302.116111	0.000492540613	0.001170059	0	0	0	0	3
90	38	0	1.35247596	302.115693	302.115879	302.115618	302.116111	0.000492540613	0.001170059	0	0	0	0	3
91	39	0	1.36750347	302.115632	302.11588	302.115632	302.116111	0.000478305889	0.001170059	0	0	0	0	3
92	39	0	1.38253098	302.11564	302.115879	302.115632	302.116111	0.000478305889	0.001170059	0	0	0	0	3
93	39	0	1.39755849	302.115647	302.115878	302.115632	302.116111	0.000478305889	0.001170059	0	0	0	0	3
94	40	0	1.412586	302.115615	302.115874	302.115615	302.116111	0.000496035225	0.001170059	0	0	0	0	3
95	40	0	1.42761351	302.115637	302.115867	302.115615	302.116111	0.000496035225	0.001170059	0	0	0	0	3
96	41	0	1.44264102	302.115604	302.115856	302.115604	302.116111	0.00050715734	0.001170059	0	0	0	0	3
97	41	0	1.45766853	302.11564	302.115843	302.115604	302.116111	0.00050715734	0.001170059	0	0	0	0	3
98	41	0	1.47269604	302.115599	302.115829	302.115599	302.116111	0.000511688774	0.001170059	0	0	0	0	3
99	42	0	1.48772355	302.115647	302.115815	302.115599	302.1161	0.000500864947	0.001170059	0	0	0	0	3
100	42	0	1.50275107	302.115632	302.115802	302.115599	302.116063	0.000463754766	0.001170059	0	0	0	0	3
101	43	0	1.51777858	302.115635	302.115789	302.115599	302.116038	0.000439028878	0.001170059	0	0	0	0	3
102	43	0	1.53280609	302.115683	302.115781	302.115599	302.116038	0.000439028878	0.001170059	0	0	0	0	3
103	43	0	1.5478336	302.115657	302.115774	302.115599	302.116038	0.000439028878	0.001170059	0	0	0	0	3
104	44	0	1.56286111	302.115671	302.115769	302.115599	302.116038	0.000439028878	0.001170059	0	0	0	0	3
105	44	0	1.57788862	302.115664	302.115764	302.115599	302.116038	0.000428387797	0.001170059	0	0	0	0	3
106	44	0	1.59291613	302.115652	302.115756	302.115599	302.116038	0.000329867136	0.001170059	0	0	0	0	3
107	45	0	1.60794364	302.115661	302.115748	302.115599	302.116038	0.000233756224	0.001170059	0	0	0	0	3
108	45	0	1.62297115	302.11563	302.115738	302.115599	302.116038	0.000191152522	0.001170059	0	0	0	0	3
109	45	0	1.63799866	302.11569	302.115728	302.115599	302.116036	0.000201398353	0.001170059	0	0	0	0	3
110	46	0	1.65302617	302.115657	302.115719	302.115599	302.116036	0.000210931578	0.001170059	0	0	0	0	3
111	46	0	1.66805368	302.115711	302.115709	302.115599	302.115978	0.000220494565	0.001170059	0	0	0	0	3
112	46	0	1.68308119	302.115679	302.1157	302.115599	302.115948	0.000229304345	0.001170059	0	0	0	0	3
113	47	0	1.6981087	302.11571	302.115693	302.115599	302.115899	0.000236306907	0.001170059	0	0	0	0	3
114	47	0	1.71313621	302.115711	302.115688	302.115599	302.115861	0.000237984333	0.001170059	0	0	0	0	3
115	48	0	1.72816373	302.115653	302.115682	302.115599	302.115855	0.00023779655	0.001170059	0	0	0	0	3
116	48	0	1.74319124	302.115729	302.115678	302.115599	302.115812	0.000212617914	0.001170059	0	0	0	0	3
117	48	0	1.75821875	302.115667	302.115674	302.115599	302.115804	0.000204630928	0.001170059	0	0	0	0	3
118	49	0	1.77324626	302.115709	302.115672	302.115599	302.115804	0.000204630928	0.001170059	0	0	0	0	3
119	49	0	1.78827377	302.115689	302.115668	302.115599	302.115769	0.000170386495	0.001170059	0	0	0	0	3
120	49	0	1.80330128	302.11573	302.115667	302.115599	302.11573	0.000131201158	0.001170059	0	0	0	0	3
121	50	0	1.81832879	302.115689	302.115666	302.115599	302.11573	0.000131201158	0.001170059	0	0	0	0	3
122	50	0	1.8333563	302.115721	302.115666	302.115599	302.11573	0.000131201158	0.001170059	0	0	0	0	3
123	50	0	1.84838381	302.115695	302.115667	302.115599	302.11573	0.000131201158	0.001170059	0	0	0	0	3
